SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
10,11:07:16,11/30/2020,auto g+f+bcode ,Niko,,CC12.9,,,0.128989,2.922093,0.123536,3.576582,1.063851,0.961688,3.956222,2.892371,9.390293,10.38785,38.630074,0.441786,PSF-00177_20201130110716,0,0,0,288.645386,251.672394,-0.146909,0.5,0.8,-95.483597,35.98,32.52,23.79,28.72,102.41,156.8,157.5,-0.5,1625,4.121,11:03:50,11/30/2020,-0.16,0.001,0.001,0.005,-2.399,-4.247,3.51,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.435225,2.433888,1.641624,0.932464,0.286259,0.059285,0.090996,1.505517,288.645386,0.000473,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201130110716,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
11,11:07:45,11/30/2020,auto g+f+bcode ,Niko,,CC12.9,,,0.081306,2.922346,0.079105,2.169286,0.995585,0.933586,3.739383,2.743798,9.115048,9.720379,36.509392,0.441786,PSF-00177_20201130110745,0,0,0,284.951447,250.667099,-0.136772,0.5,0.8,-80.154778,33.19,31.12,24.03,27.75,102.42,156.8,157.3,-0.3,1465,4.12,11:03:50,11/30/2020,-0.16,0,-0.002,-0.004,-2.499,-1.153,64.073,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.433059,2.429726,1.641892,0.931865,0.283518,0.044557,0.095315,1.368057,284.951447,0.000474,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201130110745,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
12,11:08:14,11/30/2020,auto g+f+bcode ,Niko,,V57-96.5,,,0.043485,2.923551,0.042847,0.997445,0.954815,0.926324,3.289653,2.334838,9.044321,9.3225,32.119083,0.441786,PSF-00177_20201130110814,0,0,0,109.773163,275.380249,0.601376,0.5,0.8,52.771675,31.45,30.51,24.23,25.57,102.42,156.9,157.5,-0.4,219,4.12,11:03:50,11/30/2020,-0.16,0,0.003,-9999,-0.366,-1.07,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.432103,2.427106,1.643167,0.932519,0.281295,0.016084,0.099098,0.29622,109.773163,0.000493,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201130110814,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
13,11:08:21,11/30/2020,auto g+f+bcode ,Niko,,V57-96.5,,,0.037272,2.92213,0.036802,0.873426,0.959699,0.934722,3.339491,2.379792,9.126055,9.369909,32.60474,0.441786,PSF-00177_20201130110821,0,0,0,112.866997,272.21347,0.585373,0.5,0.8,51.474262,31.53,30.71,24.27,25.83,102.42,156.8,156.8,0,220,4.066,11:03:50,11/30/2020,-0.16,-0.001,0,-9999,0.002,0.689,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.432385,2.427208,1.641663,0.930624,0.280779,0.018552,0.099958,0.296613,112.866997,0.0005,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201130110821,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
14,11:08:56,11/30/2020,auto g+f+bcode ,Niko,,2214.4.3,,,0.04953,2.921613,0.048705,1.560779,1.029409,0.984789,4.227438,3.198029,9.614805,10.050442,41.2738,0.441786,PSF-00177_20201130110856,0,0,0,113.243576,116.423248,0.027311,0.5,0.8,17.651949,33.36,31.92,24.5,29.86,102.42,156.7,151.1,3.6,1616,4.119,11:03:50,11/30/2020,-0.16,0,-0.001,-9999,-9.651,-4.04,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.434169,2.429896,1.641117,0.916195,0.278253,0.065071,0.104814,1.497717,113.243576,0.0005,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201130110856,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
15,11:09:06,11/30/2020,auto g+f+bcode ,Niko,,2214.4.3,,,0.023803,2.9235,0.023611,0.86487,1.034084,1.009396,4.681402,3.647318,9.854644,10.09567,45.704102,0.441786,PSF-00177_20201130110906,0,0,0,91.505524,83.118797,-0.1009,0.5,0.8,-58.530262,33.36,32.56,24.57,31.65,102.43,156.9,152.1,3,1450,4.119,11:03:50,11/30/2020,-0.16,0,-0.002,-9999,0.885,-2.582,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.435127,2.429879,1.643114,0.918903,0.277402,0.086704,0.106188,1.355224,91.505524,0.000491,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201130110906,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
16,11:09:31,11/30/2020,auto g+f+bcode ,Niko,,TX6704.6,,,0.202481,2.923612,0.189366,5.593914,1.187627,1.028189,4.135043,2.947415,10.037206,11.593647,40.366394,0.441786,PSF-00177_20201130110931,0,0,0,119.223473,125.524162,0.050195,0.5,0.8,29.632282,37.92,32.83,24.75,29.48,102.44,156.9,157.6,-0.4,1476,4.118,11:03:50,11/30/2020,-0.16,0.001,0.002,-9999,0.51,0.635,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.435489,2.436517,1.643233,0.932715,0.275491,0.057302,0.10958,1.377302,119.223473,0.000488,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201130110931,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
17,11:09:50,11/30/2020,auto g+f+bcode ,Niko,,TX6704.6,,,0.214345,2.922616,0.199699,4.106389,1.206708,1.089604,3.267004,2.060297,10.637362,11.780603,31.894449,0.441786,PSF-00177_20201130110950,0,0,0,106.594559,154.940842,0.312031,0.5,0.8,156.037704,38.22,34.51,24.88,25.46,102.43,156.8,157.7,-0.6,1250,4.117,11:03:50,11/30/2020,-0.16,0.001,-0.001,-9999,0.021,-0.012,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.437967,2.436921,1.642178,0.932904,0.274003,0.006945,0.112295,1.183127,106.594559,0.000479,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201130110950,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
18,11:11:34,11/30/2020,auto g+f+bcode ,Niko,,TX6704.1,,,0.054384,2.923295,0.053391,1.916796,1.241608,1.187,4.810021,3.568413,11.589391,12.122566,46.96312,0.441786,PSF-00177_20201130111134,0,0,0,197.641968,183.896179,-0.074748,0.5,0.8,-51.904076,37.71,36.05,25.59,32.13,102.42,156.9,157.1,-0.1,1736,4.114,11:03:50,11/30/2020,-0.16,0,0,-0.01,-1.942,-1.103,-3.959,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.4401,2.43604,1.642897,0.931403,0.266418,0.080562,0.126174,1.601112,197.641968,0.000482,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201130111134,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
19,11:11:48,11/30/2020,auto g+f+bcode ,Niko,,TX6704.1,,,0.053288,2.922363,0.052334,1.614608,1.340342,1.294352,4.411595,3.071253,12.637291,13.086303,43.072201,0.441786,PSF-00177_20201130111148,0,0,0,150.319214,176.023361,0.146027,0.5,0.8,79.722969,40.39,39,25.72,30.61,102.42,156.8,144,8.1,1365,4.114,11:03:50,11/30/2020,-0.16,0.004,0.002,-0.003,-2.497,-2.18,14.573,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.444391,2.439871,1.641909,0.898727,0.265027,0.059702,0.128109,1.281806,150.319214,0.000494,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201130111148,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
20,11:12:05,11/30/2020,auto g+f+bcode ,Niko,,TX6704.1,,,0.054258,2.921807,0.053269,2.076233,1.330782,1.271615,5.195558,3.864776,12.415751,12.993447,50.72821,0.441786,PSF-00177_20201130111205,0,0,0,113.221405,103.567245,-0.093216,0.5,0.8,-66.758331,39.73,37.96,25.88,33.5,102.42,156.7,157.1,-0.2,1790,4.113,11:03:50,11/30/2020,-0.16,0,-0.001,-9999,-0.383,-1.156,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.442836,2.438886,1.641322,0.931293,0.263353,0.094716,0.130573,1.647949,113.221405,0.000479,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201130111205,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
21,11:12:45,11/30/2020,auto g+f+bcode ,Niko,,b42-34.6,,,0.058145,2.922268,0.057011,1.777304,1.401169,1.350571,4.502282,3.101113,13.18579,13.679787,43.956333,0.441786,PSF-00177_20201130111245,0,0,0,252.148026,230.338104,-0.094687,0.5,0.8,-65.849174,40.95,39.47,26.24,30.96,102.43,156.8,155.6,0.7,1739,4.112,11:03:50,11/30/2020,-0.16,0,-0.003,-0.003,-1.002,-2.043,32.396,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.444949,2.440554,1.641809,0.927722,0.259607,0.057906,0.136254,1.603376,252.148026,0.000474,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201130111245,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
22,11:13:00,11/30/2020,auto g+f+bcode ,Niko,,b42-34.6,,,0.212656,2.921648,0.198228,5.352228,1.530128,1.377864,4.218269,2.688141,13.4513,14.937769,41.180561,0.441786,PSF-00177_20201130111300,0,0,0,110.219482,158.062927,0.302686,0.5,0.8,204.847214,44.35,39.94,26.38,29.83,102.43,156.7,155.3,0.9,1692,4.112,11:03:50,11/30/2020,-0.16,-0.002,0.001,-9999,-2.101,-4.701,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.445598,2.445348,1.641154,0.926846,0.25818,0.042026,0.138436,1.563196,110.219482,0.000483,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201130111300,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
23,11:13:24,11/30/2020,auto g+f+bcode ,Niko,,9025.8,,,0.165361,2.921316,0.156502,4.031075,1.46955,1.354771,4.037078,2.567528,13.225696,14.34621,39.411213,0.441786,PSF-00177_20201130111324,0,0,0,327.266327,290.65918,-0.125945,0.5,0.8,-67.763206,42.08,38.79,26.58,29.07,102.43,156.7,156.2,0.3,1345,4.111,11:03:50,11/30/2020,-0.16,0,0.001,-0.001,-7.161,-4.226,63.292,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.443894,2.44209,1.640804,0.929069,0.256066,0.030146,0.141739,1.264791,327.266327,0.00047,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201130111324,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
24,11:13:36,11/30/2020,auto g+f+bcode ,Niko,,9025.8,,,0.089203,2.922915,0.086561,2.595864,1.383679,1.309802,4.369063,2.985384,12.787787,13.509055,42.6558,0.441786,PSF-00177_20201130111336,0,0,0,314.776184,299.146057,-0.052249,0.5,0.8,-31.77042,39.37,37.27,26.69,30.44,102.43,156.9,156.9,0,1520,4.111,11:03:50,11/30/2020,-0.16,-0.001,0.001,0.002,11.089,3.537,49.09,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.44165,2.438202,1.642493,0.930937,0.254968,0.045832,0.143386,1.415403,314.776184,0.000484,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201130111336,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
25,11:14:16,11/30/2020,auto g+f+bcode ,Niko,,OCK1-S02.10,,,0.049746,2.92076,0.048913,1.272998,1.221134,1.184781,3.821552,2.600418,11.565895,11.920775,37.306187,0.441786,PSF-00177_20201130111416,0,0,0,178.374771,321.821106,0.445733,0.5,0.8,36.097519,34.14,33.12,26.99,28.12,102.44,156.6,156.9,-0.2,202,4.109,11:03:50,11/30/2020,-0.16,-0.001,0.001,0.002,0.176,-1.195,-25.379,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.435478,2.430562,1.640218,0.931024,0.251947,0.0137,0.148151,0.281664,178.374771,0.000485,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201130111416,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
26,11:14:37,11/30/2020,auto g+f+bcode ,Niko,,OCK1-S02.10,,,0.170885,2.923051,0.161447,4.871875,1.386849,1.248212,4.390676,3.003826,12.185876,13.539352,42.864716,0.441786,PSF-00177_20201130111437,0,0,0,241.20105,226.723557,-0.063855,0.5,0.8,-37.832699,38.4,34.56,27.16,30.53,102.43,156.9,156.3,0.3,1481,4.109,11:14:28,11/30/2020,-0.09,0.001,0,0.008,-1.894,0.224,12.7,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.437577,2.436611,1.642638,0.929475,0.250308,0.041278,0.15086,1.38189,241.20105,0.000487,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201130111437,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
27,11:15:01,11/30/2020,auto g+f+bcode ,Niko,,b42-34.2,,,0.005693,2.922366,0.005682,0.277318,1.162457,1.154544,5.986994,4.824537,11.27212,11.349376,58.452606,0.441786,PSF-00177_20201130111501,0,0,0,89.942337,71.789505,-0.252862,0.5,0.8,-165.163712,31.85,31.64,27.33,36.06,102.42,156.8,152.5,2.7,1633,4.108,11:14:28,11/30/2020,-0.09,0,0,-9999,-0.134,-0.108,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.433196,2.427032,1.641913,0.919882,0.248564,0.110542,0.15369,1.51246,89.942337,0.000477,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201130111501,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
28,11:15:13,11/30/2020,auto g+f+bcode ,Niko,,b42-34.2,,,0.015046,2.921976,0.014969,0.45297,1.162387,1.149458,4.181088,3.018701,11.222025,11.348253,40.819481,0.441786,PSF-00177_20201130111513,0,0,0,106.550934,188.306808,0.434163,0.5,0.8,22.527536,31.69,31.33,27.42,29.67,102.43,156.7,146,6.8,130,4.107,11:14:28,11/30/2020,-0.09,-0.001,-0.002,-9999,1.27,2.582,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.432724,2.426768,1.6415,0.903616,0.247687,0.027494,0.15495,0.219075,106.550934,0.000499,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201130111513,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
