SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,12:15:04,10/26/2020,auto g+f+bcode ,Niko,,V57-96.10,,,0.581972,2.923637,0.485358,12.224312,1.397744,1.051247,3.902294,2.50455,10.297105,13.691092,38.223495,0.441786,PSF-00177_20201026121504,0,0,0,117.975357,209.43689,0.436702,0.5,0.8,176.364609,29.37,22.09,31.94,28.48,102.09,156.9,156.9,0.1,1010,4.12,12:09:29,10/26/2020,-0.06,0.001,-0.003,-9999,0.27,0.491,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.417748,2.422494,1.643259,0.930815,0.207202,-0.042664,0.186273,0.976165,117.975357,0.00049,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201026121504,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
10,12:15:47,10/26/2020,auto g+f+bcode ,Niko,,2970.9,,,0.416307,2.921727,0.364387,9.860847,1.255526,0.975188,3.948007,2.692481,9.551606,12.297418,38.669277,0.441786,PSF-00177_20201026121547,0,0,0,120.62645,248.557098,0.514693,0.5,0.8,73.910599,26.22,20.36,32.05,28.68,102.1,156.7,156.9,-0.2,359,4.119,12:09:29,10/26/2020,-0.06,-0.004,-0.005,-9999,-1.203,-0.803,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.414999,2.417757,1.641238,0.931022,0.206317,-0.041604,0.190397,0.416354,120.62645,0.000485,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201026121547,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
11,12:16:58,10/26/2020,auto g+f+bcode ,Niko,,2970.9,,,0.152734,2.92302,0.14515,6.41485,1.006264,0.823636,5.377203,4.370939,8.067465,9.856299,52.669399,0.441786,PSF-00177_20201026121658,0,0,0,119.847893,108.510376,-0.104483,0.5,0.8,-70.795578,20.79,17.02,32.24,34.11,102.09,156.9,156.7,0.1,1694,4.118,12:09:29,10/26/2020,-0.06,0,0,-9999,-0.839,-0.997,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.409563,2.409369,1.642605,0.9304,0.20484,0.023802,0.197402,1.564947,119.847893,0.000476,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201026121658,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
12,12:17:33,10/26/2020,auto g+f+bcode ,Niko,,2970.9,,,0.104956,2.923117,0.101318,3.94916,0.99034,0.877895,4.855964,3.865624,8.59855,9.699896,47.561794,0.441786,PSF-00177_20201026121733,0,0,0,145.334244,225.888489,0.356611,0.5,0.8,52.201012,20.38,18.06,32.31,32.3,102.1,156.9,156.5,0.3,366,4.117,12:09:29,10/26/2020,-0.06,0,-0.004,-9999,2.671,2.909,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.411257,2.408699,1.642708,0.929771,0.204221,-0.000259,0.200998,0.422333,145.334244,0.000479,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201026121733,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
13,12:18:01,10/26/2020,auto g+f+bcode ,Niko,,V57-96.5,,,0.229916,2.923314,0.213151,6.952586,1.188989,0.991444,4.427674,3.238685,9.710564,11.645396,43.366261,0.441786,PSF-00177_20201026121801,0,0,0,130.094284,264.191864,0.507576,0.5,0.8,223.645599,24.4,20.34,32.36,30.67,102.1,156.9,155.3,1,1102,4.115,12:09:29,10/26/2020,-0.06,0,0.001,-9999,-0.113,-0.079,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.414922,2.414941,1.642916,0.92675,0.203832,-0.021128,0.203757,1.055234,130.094284,0.000484,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201026121801,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
14,12:19:29,10/26/2020,auto g+f+bcode ,Niko,,V57-96.5,,,0.23736,2.923085,0.219533,7.236478,1.266097,1.060588,4.53625,3.270153,10.38692,12.399586,44.426003,0.441786,PSF-00177_20201026121929,0,0,0,131.891724,284.323822,0.536121,0.5,0.8,92.942268,25.69,21.52,32.56,31.1,102.11,156.9,156.4,0.3,433,4.115,12:09:29,10/26/2020,-0.06,0.004,-0.001,-9999,0.305,-3.764,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.416756,2.416877,1.642673,0.929755,0.20224,-0.018391,0.211681,0.480366,131.891724,0.000487,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201026121929,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
15,12:20:08,10/26/2020,auto g+f+bcode ,Niko,,V57-96.5,,,0.562069,2.922722,0.471412,12.185392,1.394365,1.048692,3.964174,2.569808,10.271573,13.657329,38.827713,0.441786,PSF-00177_20201026122008,0,0,0,122.633812,224.366791,0.453423,0.5,0.8,76.291214,28.14,21.16,32.66,28.75,102.1,156.8,155.7,0.7,421,4.114,12:19:54,10/26/2020,-0.07,0.002,-9999,-9999,0.106,-9999,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.416181,2.42057,1.642289,0.927986,0.201492,-0.048338,0.215191,0.469387,122.633812,0.000486,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201026122008,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
16,12:20:28,10/26/2020,auto g+f+bcode ,Niko,,CC12.9,,,0.373159,2.922192,0.330903,9.540141,1.324139,1.053199,4.188227,2.864088,10.315571,12.969296,41.021637,0.441786,PSF-00177_20201026122028,0,0,0,122.492554,232.38266,0.472884,0.5,0.8,75.405876,26.65,21.2,32.7,29.7,102.1,156.8,155.2,1,399,4.113,12:19:54,10/26/2020,-0.07,0.002,0.002,-9999,-0.015,0.002,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.416234,2.418339,1.641729,0.926645,0.201142,-0.037313,0.216995,0.450465,122.492554,0.000495,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201026122028,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
17,12:21:16,10/26/2020,auto g+f+bcode ,Niko,,CC12.9,,,0.957979,2.923815,0.721562,18.611734,1.695853,1.16991,4.252608,2.556755,11.458751,16.610136,41.652424,0.441786,PSF-00177_20201026122116,0,0,0,155.498383,166.768677,0.06758,0.5,0.8,45.546669,33.9,23.39,32.82,29.97,102.1,157,157,0,1685,4.112,12:19:54,10/26/2020,-0.07,-0.006,-0.004,-0.004,-0.389,1.12,9.056,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.419642,2.428996,1.643448,0.931107,0.200165,-0.035635,0.221138,1.557169,155.498383,0.000487,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201026122116,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
18,12:21:36,10/26/2020,auto g+f+bcode ,Niko,,CC12.9,,,1.268761,2.922491,0.884686,20.106522,1.688443,1.119656,3.944682,2.256239,10.967237,16.538607,38.638882,0.441786,PSF-00177_20201026122136,0,0,0,158.776398,185.839539,0.145626,0.5,0.8,74.260147,33.65,22.32,32.88,28.67,102.09,156.8,157.3,-0.3,1275,4.09,12:19:54,10/26/2020,-0.07,0.004,0,0.018,0.502,-2.335,-3.455,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.417964,2.42863,1.642045,0.931807,0.19976,-0.052149,0.223005,1.204345,158.776398,0.000491,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201026122136,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
19,12:21:51,10/26/2020,auto g+f+bcode ,Niko,,2214.4.3,,,0.787426,2.921155,0.620236,14.694893,1.461229,1.044099,3.817755,2.356526,10.225965,14.311354,37.391304,0.441786,PSF-00177_20201026122151,0,0,0,109.573242,187.395935,0.415285,0.5,0.8,59.270802,29.07,20.77,32.91,28.1,102.1,156.6,157.1,-0.3,357,4.111,12:19:54,10/26/2020,-0.07,0.003,0,-9999,0.1,0.549,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.415525,2.421917,1.640634,0.931472,0.199513,-0.059338,0.224221,0.414465,109.573242,0.000488,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201026122151,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
20,12:22:26,10/26/2020,auto g+f+bcode ,Niko,,2214.4.3,,,0.071959,2.923272,0.07023,2.697485,1.054002,0.977252,4.861991,3.807989,9.571499,10.323211,47.619778,0.441786,PSF-00177_20201026122226,0,0,0,119.831444,199.735168,0.400048,0.5,0.8,62.006386,20.87,19.35,32.99,32.32,102.1,156.9,153.3,2.3,387,4.11,12:19:54,10/26/2020,-0.07,0,0,0.008,0.415,1.135,2.735,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.413246,2.409414,1.642872,0.921739,0.198868,-0.008551,0.227157,0.440866,119.831444,0.0005,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201026122226,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
21,12:22:38,10/26/2020,auto g+f+bcode ,Niko,,2214.4.3,,,0.062222,2.924223,0.060925,2.312434,1.029179,0.963423,4.793619,3.764441,9.436763,10.080843,46.953686,0.441786,PSF-00177_20201026122238,0,0,0,120.766998,241.252548,0.499417,0.5,0.8,256.699463,20.36,19.06,33.01,32.07,102.09,157,154.3,1.7,1285,4.11,12:19:54,10/26/2020,-0.07,-0.003,-0.004,-9999,0.129,-1.553,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.412764,2.408597,1.643881,0.924262,0.198696,-0.011976,0.228085,1.213084,120.766998,0.000482,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201026122238,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
22,12:22:58,10/26/2020,auto g+f+bcode ,Niko,,2214.4.3,,,0.065499,2.921091,0.064062,2.363304,1.094194,1.026862,4.752923,3.65873,10.057342,10.716803,46.551304,0.441786,PSF-00177_20201026122258,0,0,0,118.293289,218.139053,0.457716,0.5,0.8,268.438782,21.6,20.27,33.05,31.92,102.1,156.6,155.5,0.7,1466,4.109,12:19:54,10/26/2020,-0.07,0.001,0,-9999,0.146,0.813,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.414701,2.41054,1.640567,0.927407,0.198412,-0.014326,0.229987,1.368981,118.293289,0.000499,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201026122258,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
23,12:24:46,10/26/2020,auto g+f+bcode ,Niko,,TX6704.1,,,0.307963,2.921441,0.278595,10.834642,1.275818,0.967764,5.122274,3.846456,9.478194,12.495247,50.167099,0.441786,PSF-00177_20201026122446,0,0,0,141.889572,135.285614,-0.048815,0.5,0.8,-35.157619,24.8,18.81,33.32,33.25,102.1,156.7,156.8,-0.1,1801,4.107,12:19:54,10/26/2020,-0.07,-0.001,0.002,-9999,-2.781,-3.659,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.41233,2.415439,1.640935,0.93058,0.196318,-0.001035,0.240119,1.656675,141.889572,0.00048,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201026122446,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
24,12:25:05,10/26/2020,auto g+f+bcode ,Niko,,TX6704.1,,,0.364155,2.92372,0.323822,10.015553,1.327873,1.04378,4.397213,3.06934,10.223087,13.005579,43.0676,0.441786,PSF-00177_20201026122505,0,0,0,139.182693,206.006165,0.324376,0.5,0.8,48.634876,25.77,20.26,33.35,30.55,102.1,157,156.9,0,375,4.104,12:19:54,10/26/2020,-0.07,0.001,0.003,0.001,-0.128,-0.069,0.99,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.414641,2.416907,1.643347,0.930867,0.1961,-0.035104,0.241677,0.429975,139.182693,0.000487,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201026122505,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
25,12:25:18,10/26/2020,auto g+f+bcode ,Niko,,TX6704.6,,,0.257464,2.921647,0.236613,7.750556,1.312449,1.092216,4.560547,3.248098,10.697906,12.855013,44.66909,0.441786,PSF-00177_20201026122518,0,0,0,141.25264,259.8685,0.456446,0.5,0.8,72.475571,25.45,21.18,33.36,31.19,102.1,156.7,156.5,0.1,397,4.106,12:19:54,10/26/2020,-0.07,-0.001,0.001,-9999,0.09,-0.537,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.416101,2.416419,1.641153,0.929941,0.195984,-0.027387,0.242836,0.449009,141.25264,0.000484,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201026122518,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
26,12:25:58,10/26/2020,auto g+f+bcode ,Niko,,TX6704.6,,,0.392416,2.92362,0.345978,13.599382,1.461058,1.075808,5.340439,3.879381,10.537324,14.31077,52.308525,0.441786,PSF-00177_20201026122558,0,0,0,159.593231,170.727249,0.065215,0.5,0.8,48.784966,28.18,20.75,33.46,33.99,102.1,156.9,155.6,0.8,1870,4.106,12:19:54,10/26/2020,-0.07,0.004,-0.002,-9999,-0.8,-1.45,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.415404,2.4205,1.64324,0.927692,0.195243,0.006676,0.246478,1.716556,159.593231,0.000465,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201026122558,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
27,12:26:20,10/26/2020,auto g+f+bcode ,Niko,,TX6704.6,,,0.300111,2.921449,0.272153,11.402927,1.42063,1.096943,5.551872,4.131242,10.745233,13.915943,54.383995,0.441786,PSF-00177_20201026122620,0,0,0,115.347504,116.261246,0.007859,0.5,0.8,5.952476,27.31,21.09,33.52,34.69,102.09,156.7,156,0.4,1893,4.105,12:19:54,10/26/2020,-0.07,-0.001,0.003,-9999,-0.582,-1.527,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.41593,2.419191,1.640944,0.928564,0.194792,0.014881,0.248689,1.736583,115.347504,0.000474,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201026122620,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
