"","X.1","X","Date","Code_Date","Genotype","rep","A","Ci","CO2_s","gsw_6800","Pa","Qin","RHcham","Tleaf","X6800_licor_id","ID","Treatment","Time","Rep","species_geno","WUE"
"19",19,45,"10/26-29","9018.8_10.26","9018","_8",7.072042406,248.9055989,389.0882258,0.101311129,101.9388065,1300.01871,16.15722784,36.75798387,"68C-811897|68H-711887","9018.8","Control","15:49:31",1,"9018",69.8051879966711
"20",20,46,"10/26-29","b40-14.2_10.26","b40-14","_2",12.18515509,241.3263387,383.8342581,0.152402669,101.8517097,1299.970323,62.17616295,36.70421935,"68C-812148|68H-982138","b40-14.2","Drought","15:49:43",1,"b40-14",79.9536856536286
"21",21,47,"10/26-29","T52.6_10.26","T52","_6",11.0572135,244.9351153,383.1830968,0.159883071,101.9372903,1299.977097,20.46953353,36.74245484,"68C-811897|68H-711887","T52.6","Control","15:51:34",1,"T52",69.1581255654015
"22",22,48,"10/26-29","TX6704.3_10.26","TX6704","_3",14.11659329,262.5686852,381.0089667,0.217622562,101.853,1299.963333,64.31291527,36.65427333,"68C-812148|68H-982138","TX6704.3","Drought","15:52:26",1,"TX6704",64.8673242345157
"23",23,51,"10/26-29","9035.2_10.26","9035","_2",10.07437218,251.6754297,386.4527333,0.134491777,101.8531,1300.032,61.29864733,36.91634333,"68C-812148|68H-982138","9035.2","Drought","15:56:50",1,"9035",74.9069750190006
"24",24,54,"10/26-29","T52.1_10.26","T52","_1",14.01410621,274.0290048,380.8805161,0.243485192,101.8657097,1299.979032,64.82555075,36.76959677,"68C-812148|68H-982138","T52.1","Drought","16:01:08",1,"T52",57.5562977562923
"25",25,55,"10/26-29","9031.4_10.26","9031","_4",15.97516701,279.6846799,378.2275484,0.304277876,101.8627097,1299.983226,66.48293982,36.65679355,"68C-812148|68H-982138","9031.4","Drought","16:03:32",1,"9031",52.5019012884131
"26",26,56,"10/26-29","NY1.8_10.27","NY1","_8",9.096378352,237.0186003,387.4357419,0.109725652,101.9266129,1300.009032,46.55494284,35.55298387,"68C-812148|68H-982138","NY1.8","Control","11:41:13",1,"NY1",82.9011100521872
"27",27,57,"10/26-29","NY1.8_10.27","NY1","_8",7.660797297,232.2358684,389.8445806,0.085200965,101.9216129,1299.962581,60.05425104,35.81185161,"68C-812148|68H-982138","NY1.8","Control","11:45:56",2,"NY1",89.9144428352425
"28",28,58,"10/26-29","NY1.8_10.27","NY1","_8",8.599333867,231.9657855,388.5814516,0.096618618,101.9166774,1300.003871,59.88009261,36.06246129,"68C-812148|68H-982138","NY1.8","Control","11:49:51",3,"NY1",89.0028655450236
"29",29,61,"10/26-29","TXNM0821.9_10.27","TXNM0821","_9",5.69499647,204.5773352,392.4831667,0.052533534,101.8817,1300.044,55.76848802,36.47339,"68C-812148|68H-982138","TXNM0821.9","Control","12:20:47",1,"TXNM0821",108.406879118393
"30",30,62,"10/26-29","TXNM0821.9_10.27","TXNM0821","_9",7.278717808,201.5020186,390.4533871,0.066675549,101.8785161,1299.998065,56.85937229,36.26036452,"68C-812148|68H-982138","TXNM0821.9","Control","12:23:27",2,"TXNM0821",109.166222358364
"31",31,63,"10/26-29","9031.9_10.27","9031","_9",12.41549463,244.4115216,383.4943,0.1592643,101.8588,1299.999333,61.05208041,35.64863333,"68C-812148|68H-982138","9031.9","Control","12:28:31",1,"9031",77.9552896035081
"32",32,64,"10/26-29","9031.9_10.27","9031","_9",11.94876174,254.7253386,383.9647419,0.166869938,101.8533548,1300.052581,60.63638385,35.8999129,"68C-812148|68H-982138","9031.9","Control","12:32:24",2,"9031",71.6052386859519
"33",33,65,"10/26-29","T52.4_10.27","T52","_4",7.969169229,249.1639805,389.2277,0.102127897,101.8490667,1299.990333,57.77369749,36.38075667,"68C-812148|68H-982138","T52.4","Drought","12:37:59",1,"T52",78.0312672941851
"34",34,66,"10/26-29","T52.4_10.27","T52","_4",8.813000264,221.4361181,388.3515333,0.092632496,101.8475667,1300.013333,57.67594289,36.18403667,"68C-812148|68H-982138","T52.4","Drought","12:39:49",2,"T52",95.1394018790123
"35",35,67,"10/26-29","NY1.2_10.27","NY1","_2",8.856811823,231.5827316,388.1180333,0.100553271,101.8249667,1299.981,56.47586896,36.63554667,"68C-812148|68H-982138","NY1.2","Drought","12:44:36",1,"NY1",88.0807927471598
"36",36,68,"10/26-29","NY1.2_10.27","NY1","_2",9.905179211,231.161713,386.7546774,0.113167224,101.8123226,1300.010968,56.78225409,36.54699677,"68C-812148|68H-982138","NY1.2","Drought","12:48:54",2,"NY1",87.5269257377914
"37",37,79,"10/26-29","SC2.8_10.27","SC2","_8",14.44827493,284.2436835,379.9359,0.287288907,101.7404333,1299.978333,60.12900664,35.42306667,"68C-812148|68H-982138","SC2.8","Control","13:18:21",1,"SC2",50.2917953946617
"38",38,80,"10/26-29","SC2.8_10.27","SC2","_8",16.83071141,282.7504763,376.8994194,0.3392837,101.7434194,1299.959032,61.72085581,35.13519355,"68C-812148|68H-982138","SC2.8","Control","13:19:53",2,"SC2",49.6066018202466
"39",39,81,"10/26-29","T52.10_10.27","T52","_10",9.790868016,268.4991291,386.6086667,0.152169675,101.7356,1299.987333,57.83856845,35.66968333,"68C-812148|68H-982138","T52.10.","Control","13:22:14",1,"T52",64.34178173805
"40",40,82,"10/26-29","T52.10_10.27","T52","_10",10.64069969,270.7243838,385.4407097,0.170377967,101.737,1299.996452,58.22512587,35.36709355,"68C-812148|68H-982138","T52.10.","Control","13:23:46",2,"T52",62.4534960556255
"41",41,89,"10/26-29","b42-34.5_10.27","b42-34","_5",14.32766782,246.4765731,380.917129,0.191692025,101.6820645,1299.995484,60.53472489,35.26619032,"68C-812148|68H-982138","b42-34.5","Drought","13:44:08",1,"b42-34",74.7431606505279
"42",42,90,"10/26-29","b42-34.5_10.27","b42-34","_5",14.71461175,208.5250418,380.8024667,0.149337778,101.6879,1299.997333,59.85573406,35.42792,"68C-812148|68H-982138","b42-34.5","Drought","13:45:55",2,"b42-34",98.5324138812351
"43",43,95,"10/26-29","Vru42.2_10.27","Vru42","_2",15.17478679,281.7312535,379.2753871,0.292019854,101.667129,1299.999677,62.34366249,35.01759677,"68C-812148|68H-982138","Vru42.2","Drought","14:00:07",1,"Vru42",51.9649146526866
"44",44,96,"10/26-29","Vru42.2_10.27","Vru42","_2",18.46849279,284.7829042,374.9117,0.388782005,101.6635333,1299.976333,64.73219075,34.73986333,"68C-812148|68H-982138","Vru42.2","Drought","14:01:29",2,"Vru42",47.5034660876344
"45",45,97,"10/26-29","9035.1_10.27","9035","_1",10.11249164,232.8566453,386.5924516,0.11641375,101.6553226,1300.007419,56.25243872,35.41440968,"68C-812148|68H-982138","9035.1","Drought","14:04:26",1,"9035",86.8668146159711
"46",46,98,"10/26-29","9035.1_10.27","9035","_1",12.20642813,239.6493986,383.7465667,0.151249448,101.6597,1299.988,57.46178879,35.42256667,"68C-812148|68H-982138","9035.1","Drought","14:05:44",2,"9035",80.7039515939258
"47",47,99,"10/26-29","T48.1_10.27","T48","_1",11.63554705,217.8575898,384.5812903,0.123057116,101.6550323,1300.021935,55.87102166,35.89774839,"68C-812148|68H-982138","T48.1","Drought","14:08:53",1,"T48",94.5540365987449
"48",48,100,"10/26-29","T48.1_10.27","T48","_1",10.02439421,172.0161999,386.912,0.080459597,101.6565667,1299.975333,54.13443781,36.54304333,"68C-812148|68H-982138","T48.1","Drought","14:10:11",2,"T48",124.589167529636
"49",49,101,"10/26-29","T48.8_10.27","T48","_8",21.6027132,286.9945137,370.5443,0.500734495,101.6451667,1300.024667,65.24448665,35.04913333,"68C-812148|68H-982138","T48.8","Control","14:13:58",1,"T48",43.142051158269
"50",50,102,"10/26-29","T48.8_10.27","T48","_8",17.10580811,299.1062582,376.2406452,0.432735014,101.6494194,1300.003871,63.47676771,34.89056129,"68C-812148|68H-982138","T48.8","Control","14:15:18",2,"T48",39.5295216624186
"51",51,103,"10/26-29","9031.2_10.27","9031","_2",14.77734449,266.9359641,379.9064333,0.242040043,101.6363,1299.993667,59.1166001,35.50255667,"68C-812148|68H-982138","9031.2","Drought","14:18:49",1,"9031",61.0533046798376
"52",52,104,"10/26-29","9031.2_10.27","9031","_2",12.70196977,275.8352501,382.4139667,0.223649453,101.641,1300.010667,58.69184887,35.87539333,"68C-812148|68H-982138","9031.2","Drought","14:20:17",2,"9031",56.7941016605124
"53",53,111,"10/26-29","V60-96.6_10.27","V60-96","_6",10.91613729,289.5089962,384.7645484,0.216998747,101.5848387,1299.996452,56.61139176,34.69487742,"68C-812148|68H-982138","V60-96.6","Control","14:40:27",1,"V60-96",50.305070609463
"54",54,112,"10/26-29","V60-96.6_10.27","V60-96","_6",7.537429368,291.0498718,389.3153226,0.145602834,101.5755161,1300.044839,54.09150858,35.01640968,"68C-812148|68H-982138","V60-96.6","Control","14:41:48",2,"V60-96",51.767051237478
"55",55,113,"10/26-29","TX6704.8_10.27","TX6704","_8",14.0631289,266.6420005,380.8749333,0.227466855,101.5747333,1299.950667,57.1829584,34.79478,"68C-812148|68H-982138","TX6704.8","Control","14:44:20",1,"TX6704",61.824958629687
"56",56,114,"10/26-29","TX6704.8_10.27","TX6704","_8",11.76633215,289.4078877,383.427125,0.239649882,101.5667083,831.5883867,57.56377667,35.04202917,"68C-812148|68H-982138","TX6704.8","Control","14:45:21",2,"TX6704",49.0980093618406
"57",57,118,"10/26-29","TXNM0821.8_10.28","TXNM0821","_8",8.924326055,196.6540926,388.1540645,0.081602366,101.8159677,1300.012903,49.62966979,36.25993548,"68C-812148|68H-982138","TXNM0821.8","Control","13:01:41",1,"TXNM0821",109.363569862668
"58",58,119,"10/26-29","TXNM0821.8_10.28","TXNM0821","_8",14.55884137,241.0752136,380.2918065,0.190525459,101.815129,1300.017097,54.13111107,35.92992258,"68C-812148|68H-982138","TXNM0821.8","Control","13:03:01",2,"TXNM0821",76.4141519270661
"59",59,121,"10/26-29","V60-96.4_10.28","V60-96","_4",12.26259142,241.9885556,383.2658667,0.158197213,101.8551333,1399.985667,48.99269585,35.47687333,"68C-811897|68H-711887","V60-96.4","Drought","13:05:18",1,"V60-96",77.5145856709878
"60",60,122,"10/26-29","V60-96.4_10.28","V60-96","_4",9.628768592,204.2615567,386.9767742,0.093888869,101.8475484,1400.029032,45.46509828,36.66634516,"68C-811897|68H-711887","V60-96.4","Drought","13:09:32",2,"V60-96",102.554953473771
"61",61,124,"10/26-29","V60-96.4_10.28","V60-96","_4",11.81610837,249.4022695,383.5184667,0.164126587,101.8425333,1399.993333,46.4289138,36.36114333,"68C-811897|68H-711887","V60-96.4","Drought","13:21:23",3,"V60-96",71.9938712306252
"62",62,130,"10/26-29","T48.10_10.28","T48","_10",23.51612355,258.4415144,367.5490333,0.41454355,101.8275,1400.014667,54.56838758,35.88618667,"68C-811897|68H-711887","T48.10.","Control","13:29:30",1,"T48",56.7277516439467
"63",63,132,"10/26-29","T48.10_10.28","T48","_10",18.16308034,240.340062,375.0757742,0.251000163,101.8259032,1399.977742,49.41238917,36.23021613,"68C-811897|68H-711887","T48.10.","Control","13:31:53",2,"T48",72.3628228878879
"64",64,134,"10/26-29","SC2.1_10.28","SC2","_1",14.23002233,282.3330931,379.2339677,0.291972552,101.8119355,1399.999677,50.85086224,36.46476452,"68C-811897|68H-711887","SC2.1","Drought","13:35:18",1,"SC2",48.7375345131757
"65",65,137,"10/26-29","SC2.1_10.28","SC2","_1",14.39191368,300.4023722,378.5412903,0.380259379,101.8065484,1399.978387,52.97604115,35.87620323,"68C-811897|68H-711887","SC2.1","Drought","13:38:05",2,"SC2",37.8476231614526
"66",66,138,"10/26-29","9018.1_10.28","9018","_1",14.96755426,273.0485651,378.4842581,0.277652989,101.7394516,1300.007419,46.74684085,35.43478065,"68C-812148|68H-982138","9018.1","Drought","13:42:52",1,"9018",53.9074126805096
"67",67,139,"10/26-29","Vru42.3_10.28","Vru42","_3",17.0380666,288.0994039,375.4580333,0.39040953,101.8002,1399.995333,52.8607375,35.55249667,"68C-811897|68H-711887","Vru42.3","Drought","13:42:55",1,"Vru42",43.6415232999051
"68",68,140,"10/26-29","9018.1_10.28","9018","_1",14.0759432,268.9507948,379.6923667,0.24803196,101.7422333,1300.025667,45.72971324,35.89022667,"68C-812148|68H-982138","9018.1","Drought","13:44:18",2,"9018",56.7505219891824
"69",69,141,"10/26-29","Vru42.3_10.28","Vru42","_3",14.6662297,245.900993,379.5795,0.205446689,101.7966667,1399.992,47.26658408,36.43615667,"68C-811897|68H-711887","Vru42.3","Drought","13:44:57",2,"Vru42",71.3870336455021
"70",70,150,"10/26-29","TX6704.2_10.28","TX6704","_2",16.52787894,276.5600728,376.4065806,0.327040366,101.7617419,1399.997742,50.91694735,36.29786452,"68C-811897|68H-711887","TX6704.2","Drought","13:56:29",1,"TX6704",50.5377337426292
"71",71,152,"10/26-29","TX6704.2_10.28","TX6704","_2",16.87479828,272.8085871,376.110129,0.316800322,101.7616774,1399.975806,49.56893944,35.5089871,"68C-811897|68H-711887","TX6704.2","Drought","13:58:24",2,"TX6704",53.2663545714452
"72",72,155,"10/26-29","T48.3_10.28","T48","_3",19.35399706,238.1042708,373.057129,0.270749802,101.7084516,1299.983226,42.51124938,35.37473548,"68C-812148|68H-982138","T48.3","Drought","14:02:04",1,"T48",71.4829592377689
"73",73,156,"10/26-29","T48.3_10.28","T48","_3",21.85564292,251.1087256,369.6059667,0.353357012,101.7111333,1300.018,44.18453787,34.47566,"68C-812148|68H-982138","T48.3","Drought","14:03:22",2,"T48",61.8514481891759
"74",74,162,"10/26-29","T52.5_10.28","T52","_5",8.457792752,200.6298255,388.2866452,0.08183499,101.6842581,1299.95129,29.14666775,36.05283226,"68C-812148|68H-982138","T52.5","Drought","14:12:18",1,"T52",103.351790621591
"75",75,163,"10/26-29","T52.5_10.28","T52","_5",10.73369184,224.640852,384.8020968,0.124937224,101.6835161,1299.98129,31.43614324,35.99507097,"68C-812148|68H-982138","T52.5","Drought","14:13:39",2,"T52",85.9126807555769
"76",76,164,"10/26-29","b40-14.5_10.28","b40-14","_5",13.5485542,219.0145836,381.3534194,0.152489381,101.7489355,1399.98129,43.697104,36.6336871,"68C-811897|68H-711887","b40-14.5","Drought","14:13:56",1,"b40-14",88.8491651756393
"77",77,165,"10/26-29","b40-14.5_10.28","b40-14","_5",12.56529014,207.356243,382.6618065,0.130328449,101.7382581,1399.978065,42.4130425,37.2665871,"68C-811897|68H-711887","b40-14.5","Drought","14:17:05",2,"b40-14",96.4124888803058
"78",78,166,"10/26-29","T52.8_10.28","T52","_8",16.20174376,255.8976982,377.0990333,0.25530229,101.7298333,1400.014333,47.55009981,36.17142,"68C-811897|68H-711887","T52.8","Control","14:19:47",1,"T52",63.4610201107088
"79",79,167,"10/26-29","Vru42.9_10.28","Vru42","_9",11.32627391,246.8761693,383.574,0.159249594,101.6552,1299.965,31.20224064,35.51058333,"68C-812148|68H-982138","Vru42.9","Control","14:21:16",1,"Vru42",71.1227804448908
"80",80,168,"10/26-29","T52.8_10.28","T52","_8",15.69379016,266.7381385,377.5406452,0.275178533,101.7342258,1400.006452,48.64678444,36.17511935,"68C-811897|68H-711887","T52.8","Control","14:22:03",2,"T52",57.0313025107958
"81",81,169,"10/26-29","Vru42.9_10.28","Vru42","_9",16.38743145,253.1425693,376.3696774,0.258891788,101.6574194,1299.985806,35.98179041,35.08000968,"68C-812148|68H-982138","Vru42.9","Control","14:22:32",2,"Vru42",63.2983826045498
"82",82,174,"10/26-29","9031.1_10.28","9031","_1",10.36260703,275.7074947,384.9518667,0.184587631,101.7265,1399.994333,44.76865274,35.85597,"68C-811897|68H-711887","9031.1","Drought","14:28:20",1,"9031",56.1392276062094
"83",83,176,"10/26-29","9031.1_10.28","9031","_1",9.149964461,270.6980722,386.6995333,0.152566276,101.7176667,1399.983333,43.65999344,36.17331,"68C-811897|68H-711887","9031.1","Drought","14:30:35",2,"9031",59.9737025828696
"84",84,179,"10/26-29","b40-14.7_10.28","b40-14","_7",7.644763176,194.0001141,389.3713548,0.070902013,101.6247097,1299.995161,23.35785968,35.45423548,"68C-812148|68H-982138","b40-14.7","Control","14:33:51",1,"b40-14",107.821525123694
"85",85,181,"10/26-29","b40-14.7_10.28","b40-14","_7",14.95463004,242.2971085,378.6975161,0.209128316,101.6220323,1299.978387,32.19326612,34.53796129,"68C-812148|68H-982138","b40-14.7","Control","14:36:17",2,"b40-14",71.5093504602218
"86",86,190,"10/26-29","NY1.4_10.28","NY1","_4",17.53774751,268.1772542,375.2596333,0.316776144,101.6976667,1399.972333,50.2402208,35.51067,"68C-811897|68H-711887","NY1.4","Drought","14:47:26",1,"NY1",55.363220501857
"87",87,191,"10/26-29","TXNM0821.1_10.28","TXNM0821","_1",3.377897033,200.9841155,395.3005484,0.031412097,101.6237419,1299.975806,21.84355535,35.22293871,"68C-812148|68H-982138","TXNM0821.1","Drought","14:51:58",1,"TXNM0821",107.534910292681
"88",88,192,"10/26-29","NY1.4_10.28","NY1","_4",15.93985286,272.8841967,377.2705333,0.297648806,101.6843667,1399.986333,49.16962477,35.67259667,"68C-811897|68H-711887","NY1.4","Drought","14:52:27",2,"NY1",53.5525509885633
"89",89,193,"10/26-29","TXNM0821.1_10.28","TXNM0821","_1",8.56536994,225.7292467,387.8082333,0.098513876,101.6154,1300.021,27.33536726,35.47844333,"68C-812148|68H-982138","TXNM0821.1","Drought","14:54:15",2,"TXNM0821",86.9458221296663
"90",90,195,"10/26-29","9035.3_10.28","9035","_3",5.574984955,271.0276259,391.545871,0.09186467,101.6208387,1300.004194,26.69416506,35.11327097,"68C-812148|68H-982138","9035.3","Drought","14:56:35",1,"9035",60.6869317116145
"91",91,197,"10/26-29","9035.3_10.28","9035","_3",11.34187676,244.9923656,383.752871,0.155464633,101.6186129,1299.990323,30.87638427,34.80526129,"68C-812148|68H-982138","9035.3","Drought","14:57:47",2,"9035",72.9547070683272
"92",92,198,"10/26-29","9018.9_10.28","9018","_9",17.76180441,250.3009645,375.2083,0.269545583,101.6924333,1399.988333,48.70257294,36.08605333,"68C-811897|68H-711887","9018.9","Control","15:00:04",1,"9018",65.8953643844351
"93",93,199,"10/26-29","9031.6_10.28","9031","_6",8.990290029,222.8409808,387.2637419,0.101576289,101.619129,1300.027097,27.57241584,35.44796452,"68C-812148|68H-982138","9031.6","Control","15:00:07",1,"9031",88.5077621707562
"94",94,200,"10/26-29","9031.6_10.28","9031","_6",8.189901652,243.6169918,388.1059355,0.107903163,101.6222903,1299.974839,28.00314468,35.35739032,"68C-812148|68H-982138","9031.6","Control","15:01:38",2,"9031",75.9004780239853
"95",95,201,"10/26-29","9018.9_10.28","9018","_9",20.73707041,267.4861523,370.8937333,0.390673929,101.6952333,1399.994667,52.05269505,35.49486,"68C-811897|68H-711887","9018.9","Control","15:02:20",2,"9018",53.080251510717
"96",96,202,"10/26-29","TX6704.7_10.28","TX6704","_7",12.56840484,268.1117415,381.4958065,0.219214552,101.6189032,1299.992903,34.39741965,34.69538387,"68C-812148|68H-982138","TX6704.7","Control","15:04:19",1,"TX6704",57.3338071096667
"97",97,204,"10/26-29","TX6704.7_10.28","TX6704","_7",13.63143267,269.1258844,379.9629032,0.243844109,101.6144516,1299.977419,35.74250429,34.61562581,"68C-812148|68H-982138","TX6704.7","Control","15:05:50",2,"TX6704",55.9022431417443
"98",98,206,"10/26-29","9035.9_10.28","9035","_9",8.576234982,233.6615935,387.7648065,0.104398054,101.6172258,1299.989032,27.92748549,35.25446452,"68C-812148|68H-982138","9035.9","Control","15:09:27",1,"9035",82.1493759069494
"99",99,208,"10/26-29","9035.9_10.28","9035","_9",5.877790366,247.802663,391.4019667,0.078278364,101.6156667,1299.994667,26.02248814,35.46132667,"68C-812148|68H-982138","9035.9","Control","15:10:31",2,"9035",75.0883138794265
"100",100,212,"10/26-29","NY1.10_10.28","NY1","_10",17.68788173,256.1744307,375.1250968,0.284708787,101.6846774,1399.996774,48.04794631,36.03718065,"68C-811897|68H-711887","NY1.10.","Control","15:14:44",1,"NY1",62.1262234874402
"101",101,213,"10/26-29","NY1.10_10.28","NY1","_10",13.57545401,204.890816,381.4699667,0.139157804,101.6805333,1399.977,41.81753117,36.77279,"68C-811897|68H-711887","NY1.10.","Control","15:16:26",2,"NY1",97.5543851640545
"102",102,214,"10/26-29","V60-96.9_10.28","V60-96","_9",14.27967072,307.2103479,377.4986333,0.447574578,101.6102,1299.999667,43.26913164,34.26641667,"68C-812148|68H-982138","V60-96.9","Control","15:17:03",1,"V60-96",31.9045616572083
"103",103,215,"10/26-29","V60-96.9_10.28","V60-96","_9",11.47061154,297.6408719,382.0079355,0.289838955,101.6114839,1299.96129,37.96289474,34.77828065,"68C-812148|68H-982138","V60-96.9","Control","15:18:26",2,"V60-96",39.5758104358332
"104",104,220,"10/26-29","TXNM0821.5_10.28","TXNM0821","_5",5.533323435,217.5560427,392.1651,0.058476166,101.6755,1400.001333,33.989888,37.93571333,"68C-811897|68H-711887","TXNM0821.5","Drought","15:30:25",1,"TXNM0821",94.6252775019484
"105",105,221,"10/26-29","b40-14.4_10.28","b40-14","_4",8.747558223,198.7560829,387.7991935,0.084357943,101.5876774,1299.990645,26.49160123,36.0959129,"68C-812148|68H-982138","b40-14.4","Drought","15:31:59",1,"b40-14",103.695726945357
"106",106,222,"10/26-29","TXNM0821.5_10.28","TXNM0821","_5",4.431010716,197.8224013,393.7176,0.041159245,101.6663,1400.014667,32.2452354,38.37655333,"68C-811897|68H-711887","TXNM0821.5","Drought","15:33:10",2,"TXNM0821",107.655296300989
"107",107,223,"10/26-29","b40-14.4_10.28","b40-14","_4",7.457459898,193.4782591,389.6252581,0.068848214,101.5904839,1300.063548,25.25250404,35.94809355,"68C-812148|68H-982138","b40-14.4","Drought","15:33:13",2,"b40-14",108.317405270673
"108",108,224,"10/26-29","Vru42.7_10.28","Vru42","_7",12.57640828,270.7508007,381.3530645,0.226448437,101.604,1299.989032,35.25586147,34.79237097,"68C-812148|68H-982138","Vru42.7","Control","15:36:04",1,"Vru42",55.537624576318
"109",109,226,"10/26-29","Vru42.7_10.28","Vru42","_7",11.97054989,278.8138263,382.1468,0.232764515,101.6024667,1299.993333,35.11464973,34.25371667,"68C-812148|68H-982138","Vru42.7","Control","15:37:23",2,"Vru42",51.427726816521
"110",110,231,"10/26-29","TXNM0821.6_10.28","TXNM0821","_6",8.025673326,225.7578619,388.6660968,0.091215128,101.5822581,1299.978065,27.20764216,34.84658387,"68C-812148|68H-982138","TXNM0821.6","Control","15:43:51",1,"TXNM0821",87.9862091077699
"111",111,233,"10/26-29","TXNM0821.6_10.28","TXNM0821","_6",9.254369657,249.3676249,386.5670323,0.129163296,101.5856774,1299.987419,29.83941965,35.00173548,"68C-812148|68H-982138","TXNM0821.6","Control","15:45:25",2,"TXNM0821",71.6486025333389
"112",112,234,"10/26-29","NY1.7_10.29","NY1","_7",10.29706721,205.0201708,386.4855,0.09814629,101.8401,1400.011,55.73237366,33.09837667,"68C-811897|68H-711887","NY1.7","Control","11:36:29",1,"NY1",104.915501237999
