"","X","Date","Code_Date","Genotype","rep","A","Ci","E","CO2_s","gsw_6800","Pa","Qin","RHcham","Tleaf","Fo","Fm","Fv.Fm","Adark","Fs","Fm.","X6800_licor_id","ID","Treatment","Time","Rep","species_geno"
"13",33,"10/26-29","T48.2_10.26","T48","_2",1.73641367559449e-05,264.34394217893,0.0120048647399153,373.7972,0.325970256453417,101.934,1300.02733333333,28.2116440254656,35.1135933333333,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,894.76396,1479.44,"68C-811897|68H-711887","T48.2","Drought","15:33:00",1,"T48"
"14",43,"10/26-29","V60-96.1_10.26","V60-96","_1",9.41247038785923e-06,185.254723453563,0.00189603105709892,387.831032258064,0.0796378737097242,101.85835483871,1299.99258064516,60.25302236765,36.5884387096774,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1163.9272,1543.07,"68C-812148|68H-982138","V60-96.1","Drought","15:45:06",1,"V60-96"
"15",45,"10/26-29","9018.8_10.26","9018","_8",7.07204240568242e-06,248.905598948233,0.00521126252691917,389.088225806452,0.101311129046803,101.938806451613,1300.01870967742,16.1572278411678,36.7579838709677,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,582.957923076923,856.9,"68C-811897|68H-711887","9018.8","Control","15:49:31",1,"9018"
"16",46,"10/26-29","b40-14.2_10.26","b40-14","_2",1.21851550889831e-05,241.326338728451,0.00340784709871885,383.834258064516,0.152402669236957,101.851709677419,1299.97032258065,62.176162948057,36.7042193548387,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,970.732230769231,1283.91,"68C-812148|68H-982138","b40-14.2","Drought","15:49:43",1,"b40-14"
"17",47,"10/26-29","T52.6_10.26","T52","_6",1.10572134986569e-05,244.935115293736,0.00768157328988301,383.183096774194,0.159883071486339,101.937290322581,1299.97709677419,20.4695335270096,36.7424548387097,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,756.824115384615,1128.62,"68C-811897|68H-711887","T52.6","Control","15:51:34",1,"T52"
"18",54,"10/26-29","T52.1_10.26","T52","_1",1.4014106208653e-05,274.029004846887,0.004996332233585,380.880516129032,0.243485191961626,101.865709677419,1299.97903225806,64.8255507483549,36.7695967741935,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1527.03538461538,1993.13,"68C-812148|68H-982138","T52.1","Drought","16:01:08",1,"T52"
"19",56,"10/26-29","NY1.8_10.27","NY1","_8",9.09637835241927e-06,237.018600336038,0.00333310808807696,387.435741935484,0.109725652417969,101.926612903226,1300.00903225806,46.5549428437026,35.5529838709677,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,795.93144,1028.34,"68C-812148|68H-982138","NY1.8","Control","11:41:13",1,"NY1"
"20",57,"10/26-29","NY1.8_10.27","NY1","_8",7.66079729694357e-06,232.235868362136,0.00198960053843517,389.844580645161,0.0852009649197806,101.921612903226,1299.96258064516,60.0542510415306,35.8118516129032,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,703.91604,890.29,"68C-812148|68H-982138","NY1.8","Control","11:45:56",2,"NY1"
"21",58,"10/26-29","NY1.8_10.27","NY1","_8",8.59933386675765e-06,231.965785510942,0.00230074472819844,388.581451612903,0.0966186181151379,101.916677419355,1300.00387096774,59.8800926118089,36.0624612903226,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,700.0485,894.64,"68C-812148|68H-982138","NY1.8","Control","11:49:51",3,"NY1"
"22",61,"10/26-29","TXNM0821.9_10.27","TXNM0821","_9",5.6949964696607e-06,204.577335239283,0.00141706844113816,392.483166666667,0.0525335335059177,101.8817,1300.044,55.7684880170046,36.47339,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,790.999576923077,1025.7,"68C-812148|68H-982138","TXNM0821.9","Control","12:20:47",1,"TXNM0821"
"23",62,"10/26-29","TXNM0821.9_10.27","TXNM0821","_9",7.27871780810147e-06,201.502018581356,0.00172964014748037,390.453387096774,0.0666755486789648,101.878516129032,1299.99806451613,56.8593722891545,36.260364516129,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,872.873269230769,1085.99,"68C-812148|68H-982138","TXNM0821.9","Control","12:23:27",2,"TXNM0821"
"24",65,"10/26-29","T52.4_10.27","T52","_4",7.96916922895537e-06,249.163980474736,0.00259091338834478,389.2277,0.1021278966062,101.849066666667,1299.99033333333,57.7736974931168,36.3807566666667,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,875.26324,1110.3,"68C-812148|68H-982138","T52.4","Drought","12:37:59",1,"T52"
"25",66,"10/26-29","T52.4_10.27","T52","_4",8.81300026403312e-06,221.43611812738,0.00232579728496217,388.351533333333,0.0926324955609996,101.847566666667,1300.01333333333,57.6759428886668,36.1840366666667,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,771.245038461538,998.91,"68C-812148|68H-982138","T52.4","Drought","12:39:49",2,"T52"
"26",67,"10/26-29","NY1.2_10.27","NY1","_2",8.85681182276456e-06,231.582731570686,0.00266131816003511,388.118033333333,0.100553271033349,101.824966666667,1299.981,56.4758689584976,36.6355466666667,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,735.530884615385,943.59,"68C-812148|68H-982138","NY1.2","Drought","12:44:36",1,"NY1"
"27",68,"10/26-29","NY1.2_10.27","NY1","_2",9.90517921110715e-06,231.161713016607,0.00292464493500457,386.754677419355,0.113167224430345,101.812322580645,1300.01096774194,56.7822540923068,36.5469967741935,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,834.54468,1119.87,"68C-812148|68H-982138","NY1.2","Drought","12:48:54",2,"NY1"
"28",81,"10/26-29","T52.10_10.27","T52","_10",9.79086801612515e-06,268.499129071653,0.0035850380208106,386.608666666667,0.15216967476774,101.7356,1299.98733333333,57.8385684476037,35.6696833333333,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,901.77632,1162.89,"68C-812148|68H-982138","T52.10.","Control","13:22:14",1,"T52"
"29",82,"10/26-29","T52.10_10.27","T52","_10",1.06406996892915e-05,270.724383832998,0.00381018436811625,385.440709677419,0.170377967137432,101.737,1299.9964516129,58.2251258746675,35.3670935483871,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1048.29461538462,1324.39,"68C-812148|68H-982138","T52.10.","Control","13:23:46",2,"T52"
"30",89,"10/26-29","b42-34.5_10.27","b42-34","_5",1.43276678173473e-05,246.476573108657,0.00414023376435014,380.917129032258,0.191692024561034,101.682064516129,1299.99548387097,60.5347248850583,35.2661903225806,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1024.73153846154,1378,"68C-812148|68H-982138","b42-34.5","Drought","13:44:08",1,"b42-34"
"31",90,"10/26-29","b42-34.5_10.27","b42-34","_5",1.47146117487085e-05,208.525041752902,0.00335570844474345,380.802466666667,0.149337777918571,101.6879,1299.99733333333,59.8557340578273,35.42792,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1060.6644,1485.71,"68C-812148|68H-982138","b42-34.5","Drought","13:45:55",2,"b42-34"
"32",95,"10/26-29","Vru42.2_10.27","Vru42","_2",1.51747867864259e-05,281.731253469857,0.00554491776252914,379.275387096774,0.292019853576691,101.667129032258,1299.99967741935,62.3436624850567,35.0175967741936,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1154.62346153846,1589.34,"68C-812148|68H-982138","Vru42.2","Drought","14:00:07",1,"Vru42"
"33",96,"10/26-29","Vru42.2_10.27","Vru42","_2",1.84684927929876e-05,284.782904243061,0.00651367473639248,374.9117,0.388782005236962,101.663533333333,1299.97633333333,64.7321907518141,34.7398633333333,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1004.75576,1464.25,"68C-812148|68H-982138","Vru42.2","Drought","14:01:29",2,"Vru42"
"34",99,"10/26-29","T48.1_10.27","T48","_1",1.16355470499448e-05,217.857589773117,0.00311649122984414,384.581290322581,0.123057115921687,101.655032258065,1300.02193548387,55.8710216610569,35.8977483870968,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1666.2988,2128.6,"68C-812148|68H-982138","T48.1","Drought","14:08:53",1,"T48"
"35",100,"10/26-29","T48.1_10.27","T48","_1",1.00243942085781e-05,172.016199921147,0.00230529330413255,386.912,0.0804595970748678,101.656566666667,1299.97533333333,54.1344378138642,36.5430433333333,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1857.58692307692,2325.77,"68C-812148|68H-982138","T48.1","Drought","14:10:11",2,"T48"
"36",101,"10/26-29","T48.8_10.27","T48","_8",2.16027131970571e-05,286.994513666053,0.00793043046766967,370.5443,0.500734495265011,101.645166666667,1300.02466666667,65.244486653728,35.0491333333333,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1421.26653846154,2184.89,"68C-812148|68H-982138","T48.8","Control","14:13:58",1,"T48"
"37",102,"10/26-29","T48.8_10.27","T48","_8",1.71058081065694e-05,299.106258157009,0.0071235802560699,376.24064516129,0.432735014134797,101.649419354839,1300.00387096774,63.4767677109944,34.8905612903226,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1273.3256,1766.11,"68C-812148|68H-982138","T48.8","Control","14:15:18",2,"T48"
"38",111,"10/26-29","V60-96.6_10.27","V60-96","_6",1.09161372875705e-05,289.508996158022,0.00465135626066578,384.764548387097,0.216998747047914,101.584838709677,1299.9964516129,56.6113917632541,34.6948774193548,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1051.7032,1293.65,"68C-812148|68H-982138","V60-96.6","Control","14:40:27",1,"V60-96"
"39",112,"10/26-29","V60-96.6_10.27","V60-96","_6",7.53742936768178e-06,291.049871812244,0.00352932677100169,389.315322580645,0.145602834076169,101.575516129032,1300.04483870968,54.0915085818634,35.0164096774194,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,938.03492,1120.85,"68C-812148|68H-982138","V60-96.6","Control","14:41:48",2,"V60-96"
"40",118,"10/26-29","TXNM0821.8_10.28","TXNM0821","_8",8.92432605544199e-06,196.654092647263,0.00244955332172112,388.154064516129,0.0816023657639601,101.815967741935,1300.01290322581,49.6296697870591,36.259935483871,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1628.73730769231,2046.27,"68C-812148|68H-982138","TXNM0821.8","Control","13:01:41",1,"TXNM0821"
"41",119,"10/26-29","TXNM0821.8_10.28","TXNM0821","_8",1.4558841367509e-05,241.075213634401,0.00491718143549903,380.291806451613,0.190525458604365,101.815129032258,1300.01709677419,54.1311110686096,35.9299225806452,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1108.77461538462,1639.15,"68C-812148|68H-982138","TXNM0821.8","Control","13:03:01",2,"TXNM0821"
"42",121,"10/26-29","V60-96.4_10.28","V60-96","_4",1.22625914179433e-05,241.988555633167,0.00435209741812791,383.265866666667,0.158197212612481,101.855133333333,1399.98566666667,48.9926958486923,35.4768733333333,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,902.7708,1215.95,"68C-811897|68H-711887","V60-96.4","Drought","13:05:18",1,"V60-96"
"43",122,"10/26-29","V60-96.4_10.28","V60-96","_4",9.62876859151825e-06,204.261556735121,0.00315939024712344,386.976774193548,0.0938888693901566,101.847548387097,1400.02903225806,45.4650982759738,36.6663451612903,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,874.561038461538,1135.55,"68C-811897|68H-711887","V60-96.4","Drought","13:09:32",2,"V60-96"
"44",124,"10/26-29","V60-96.4_10.28","V60-96","_4",1.18161083735852e-05,249.402269468267,0.00502046707197381,383.518466666667,0.164126587231361,101.842533333333,1399.99333333333,46.4289138022388,36.3611433333333,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,900.7025,1217.35,"68C-811897|68H-711887","V60-96.4","Drought","13:21:23",3,"V60-96"
"45",130,"10/26-29","T48.10_10.28","T48","_10",2.35161235483871e-05,258.441514376315,0.00957236782615247,367.549033333333,0.414543550132068,101.8275,1400.01466666667,54.5683875762942,35.8861866666667,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1250.1296,1902.83,"68C-811897|68H-711887","T48.10.","Control","13:29:30",1,"T48"
"46",132,"10/26-29","T48.10_10.28","T48","_10",1.81630803360282e-05,240.340061980332,0.00701001699748647,375.075774193548,0.251000162641725,101.825903225806,1399.97774193548,49.4123891666181,36.2302161290323,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1182.36884615385,1679.3,"68C-811897|68H-711887","T48.10.","Control","13:31:53",2,"T48"
"47",138,"10/26-29","9018.1_10.28","9018","_1",1.4967554258319e-05,273.04856511259,0.00782797190502171,378.484258064516,0.27765298855917,101.739451612903,1300.00741935484,46.7468408506494,35.4347806451613,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1260.9424,1679.04,"68C-812148|68H-982138","9018.1","Drought","13:42:52",1,"9018"
"48",139,"10/26-29","Vru42.3_10.28","Vru42","_3",1.70380666014215e-05,288.099403901273,0.00911921240119249,375.458033333333,0.390409529538909,101.8002,1399.99533333333,52.8607374950162,35.5524966666667,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,764.310884615385,1041.11,"68C-811897|68H-711887","Vru42.3","Drought","13:42:55",1,"Vru42"
"49",140,"10/26-29","9018.1_10.28","9018","_1",1.40759432030952e-05,268.950794798597,0.00750758198897955,379.692366666667,0.248031960152788,101.742233333333,1300.02566666667,45.7297132396598,35.8902266666667,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1096.4692,1491.96,"68C-812148|68H-982138","9018.1","Drought","13:44:18",2,"9018"
"50",141,"10/26-29","Vru42.3_10.28","Vru42","_3",1.46662297013573e-05,245.900992993651,0.00624047238794847,379.5795,0.205446689191025,101.796666666667,1399.992,47.2665840810829,36.4361566666667,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,830.505923076923,1104.71,"68C-811897|68H-711887","Vru42.3","Drought","13:44:57",2,"Vru42"
"51",155,"10/26-29","T48.3_10.28","T48","_3",1.93539970637436e-05,238.10427081453,0.00828962629835014,373.057129032258,0.270749801901526,101.708451612903,1299.98322580645,42.5112493790965,35.374735483871,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1279.7116,2040.29,"68C-812148|68H-982138","T48.3","Drought","14:02:04",1,"T48"
"52",156,"10/26-29","T48.3_10.28","T48","_3",2.18556429205853e-05,251.10872556078,0.00938780034021309,369.605966666667,0.353357012167705,101.711133333333,1300.018,44.1845378678508,34.47566,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1414.9108,2298.93,"68C-812148|68H-982138","T48.3","Drought","14:03:22",2,"T48"
"53",162,"10/26-29","T52.5_10.28","T52","_5",8.45779275213959e-06,200.629825502908,0.00344958024156482,388.28664516129,0.0818349896830206,101.684258064516,1299.95129032258,29.146667746403,36.0528322580645,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1032.39580769231,1320.98,"68C-812148|68H-982138","T52.5","Drought","14:12:18",1,"T52"
"54",163,"10/26-29","T52.5_10.28","T52","_5",1.07336918357347e-05,224.640851955885,0.00501060201490469,384.802096774194,0.124937224396778,101.683516129032,1299.98129032258,31.4361432359311,35.9950709677419,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,816.832423076923,1098.35,"68C-812148|68H-982138","T52.5","Drought","14:13:39",2,"T52"
"55",164,"10/26-29","b40-14.5_10.28","b40-14","_5",1.35485542027246e-05,219.01458362444,0.00517649601189655,381.353419354839,0.15248938054781,101.748935483871,1399.98129032258,43.6971040029234,36.6336870967742,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,880.356076923077,1154.31,"68C-811897|68H-711887","b40-14.5","Drought","14:13:56",1,"b40-14"
"56",165,"10/26-29","b40-14.5_10.28","b40-14","_5",1.25652901357482e-05,207.356242959468,0.00481953291538359,382.661806451613,0.130328448529658,101.738258064516,1399.97806451613,42.4130424970125,37.2665870967742,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,848.74184,1120.45,"68C-811897|68H-711887","b40-14.5","Drought","14:17:05",2,"b40-14"
"57",166,"10/26-29","T52.8_10.28","T52","_8",1.62017437580221e-05,255.897698234768,0.00751236674648048,377.099033333333,0.255302289810961,101.729833333333,1400.01433333333,47.5500998086328,36.17142,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,965.16268,1283.93,"68C-811897|68H-711887","T52.8","Control","14:19:47",1,"T52"
"58",167,"10/26-29","Vru42.9_10.28","Vru42","_9",1.13262739146758e-05,246.876169263122,0.00615548412711138,383.574,0.159249594073482,101.6552,1299.965,31.2022406420682,35.5105833333333,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,992.98844,1264.02,"68C-812148|68H-982138","Vru42.9","Control","14:21:16",1,"Vru42"
"59",168,"10/26-29","T52.8_10.28","T52","_8",1.569379016089e-05,266.738138474147,0.00794163735115454,377.54064516129,0.275178532956158,101.734225806452,1400.0064516129,48.6467844429487,36.1751193548387,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,981.67028,1266.6,"68C-811897|68H-711887","T52.8","Control","14:22:03",2,"T52"
"60",169,"10/26-29","Vru42.9_10.28","Vru42","_9",1.63874314536216e-05,253.142569262239,0.00876032768079507,376.369677419355,0.25889178789336,101.657419354839,1299.98580645161,35.9817904075352,35.0800096774194,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,991.257384615385,1476.35,"68C-812148|68H-982138","Vru42.9","Control","14:22:32",2,"Vru42"
"61",179,"10/26-29","b40-14.7_10.28","b40-14","_7",7.64476317612244e-06,194.000114078409,0.00313813111811746,389.37135483871,0.0709020130463351,101.624709677419,1299.99516129032,23.3578596809254,35.454235483871,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,867.44276,1088.81,"68C-812148|68H-982138","b40-14.7","Control","14:33:51",1,"b40-14"
"62",181,"10/26-29","b40-14.7_10.28","b40-14","_7",1.49546300383545e-05,242.297108524846,0.00739097378104163,378.697516129032,0.209128316406168,101.622032258064,1299.97838709677,32.1932661231116,34.5379612903226,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,886.92276,1273.9,"68C-812148|68H-982138","b40-14.7","Control","14:36:17",2,"b40-14"
"63",190,"10/26-29","NY1.4_10.28","NY1","_4",1.75377475073773e-05,268.177254204715,0.00820461471715391,375.259633333333,0.316776143525891,101.697666666667,1399.97233333333,50.2402207996074,35.51067,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,877.459538461539,1182.52,"68C-811897|68H-711887","NY1.4","Drought","14:47:26",1,"NY1"
"64",191,"10/26-29","TXNM0821.1_10.28","TXNM0821","_1",3.37789703250114e-06,200.984115523298,0.00140152223952486,395.300548387097,0.0314120968369978,101.623741935484,1299.97580645161,21.8435553479052,35.2229387096774,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1084.65923076923,1245.09,"68C-812148|68H-982138","TXNM0821.1","Drought","14:51:58",1,"TXNM0821"
"65",192,"10/26-29","NY1.4_10.28","NY1","_4",1.59398528639436e-05,272.884196735144,0.00798426201641622,377.270533333333,0.297648805737816,101.684366666667,1399.98633333333,49.169624772397,35.6725966666667,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,824.309423076923,1077.13,"68C-811897|68H-711887","NY1.4","Drought","14:52:27",2,"NY1"
"66",193,"10/26-29","TXNM0821.1_10.28","TXNM0821","_1",8.56536994016352e-06,225.729246655063,0.00410261247558367,387.808233333333,0.0985138757522458,101.6154,1300.021,27.3353672641366,35.4784433333333,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,975.123346153846,1222.89,"68C-812148|68H-982138","TXNM0821.1","Drought","14:54:15",2,"TXNM0821"
"67",198,"10/26-29","9018.9_10.28","9018","_9",1.77618044077138e-05,250.300964452142,0.00770482107440792,375.2083,0.269545582908274,101.692433333333,1399.98833333333,48.7025729433287,36.0860533333333,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1420.5408,1974.58,"68C-811897|68H-711887","9018.9","Control","15:00:04",1,"9018"
"68",201,"10/26-29","9018.9_10.28","9018","_9",2.07370704089462e-05,267.486152348824,0.00948261144194887,370.893733333333,0.390673928699819,101.695233333333,1399.99466666667,52.0526950494477,35.49486,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1082.80076923077,1577.63,"68C-811897|68H-711887","9018.9","Control","15:02:20",2,"9018"
"69",212,"10/26-29","NY1.10_10.28","NY1","_10",1.7687881732495e-05,256.174430745218,0.00809509108649238,375.125096774194,0.284708786802906,101.684677419355,1399.99677419355,48.0479463124907,36.0371806451613,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,927.69716,1296.68,"68C-811897|68H-711887","NY1.10.","Control","15:14:44",1,"NY1"
"70",213,"10/26-29","NY1.10_10.28","NY1","_10",1.35754540131073e-05,204.890816019458,0.00493477568340844,381.469966666667,0.139157803506915,101.680533333333,1399.977,41.8175311745582,36.77279,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,1045.16076923077,1408.8,"68C-811897|68H-711887","NY1.10.","Control","15:16:26",2,"NY1"
"71",214,"10/26-29","V60-96.9_10.28","V60-96","_9",1.42796707215417e-05,307.21034787663,0.0118856394521547,377.498633333333,0.447574577922124,101.6102,1299.99966666667,43.2691316409068,34.2664166666667,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,974.451461538461,1314.62,"68C-812148|68H-982138","V60-96.9","Control","15:17:03",1,"V60-96"
"72",215,"10/26-29","V60-96.9_10.28","V60-96","_9",1.14706115444189e-05,297.640871861475,0.0092225048066345,382.007935483871,0.289838955170909,101.611483870968,1299.96129032258,37.9628947381849,34.7782806451613,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,935.59896,1192.11,"68C-812148|68H-982138","V60-96.9","Control","15:18:26",2,"V60-96"
"73",220,"10/26-29","TXNM0821.5_10.28","TXNM0821","_5",5.53332343541208e-06,217.556042672261,0.00258751841438297,392.1651,0.0584761656620004,101.6755,1400.00133333333,33.9898880038908,37.9357133333333,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,863.71128,1045.06,"68C-811897|68H-711887","TXNM0821.5","Drought","15:30:25",1,"TXNM0821"
"74",221,"10/26-29","b40-14.4_10.28","b40-14","_4",8.74755822254859e-06,198.756082903807,0.00370372800548173,387.799193548387,0.0843579428790628,101.587677419355,1299.99064516129,26.491601228977,36.0959129032258,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,853.298,1078.06,"68C-812148|68H-982138","b40-14.4","Drought","15:31:59",1,"b40-14"
"75",222,"10/26-29","TXNM0821.5_10.28","TXNM0821","_5",4.43101071579198e-06,197.8224012818,0.00194472389660432,393.7176,0.0411592449660119,101.6663,1400.01466666667,32.245235404335,38.3765533333333,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,796.63712,977.85,"68C-811897|68H-711887","TXNM0821.5","Drought","15:33:10",2,"TXNM0821"
"76",223,"10/26-29","b40-14.4_10.28","b40-14","_4",7.45745989821831e-06,193.478259063099,0.00305415202016288,389.625258064516,0.0688482139958785,101.590483870968,1300.0635483871,25.2525040419887,35.9480935483871,715.476923076923,3262.08,0.780668492778558,-0.577747479816223,927.820384615385,1132.66,"68C-812148|68H-982138","b40-14.4","Drought","15:33:13",2,"b40-14"
