ID,Genotype,Species,Treatment,Order within block,m`Pot (kg),Dry weight of soil (kg),m`H2O (kg),10/23 Pre Watering Weight (kg),10/23 Water added for 80%SW,10/26 Pre Watering Weight,10/26 Water added for 80%SW,mpot @ 80% SW,10/28 pre water weight,10/28 Water added for 80%SW,mpot @ 80% SW,10/30 pre water weight,10/30 Water added for 80%SW,88,11/2 pre water weight,11/2 Water added for 80%SW,mpot @ 80% SW,11/2 post water weight,11/4 pre water,11/4 Water added,mpot target weight (80% for control and 50% for treatment),11/4 post water,11/6 pre water,11/6 water added,mpot target,11/6 post water,11/9 pre water,11/9 water added,mpot target,11/9 post water,11/11 pre water weight,11/11 water added,11/11 target weights,11/11 post water weight,11/13 pre water weight,11/13 water added,11/13 target weight,11/13 post water weight,11/15 control drained weight,11/16 pre water weight,11/16 water added,11/16 target weight,11/16 post water weight,11/18 pre water weight,11/18 water added,11/18 target weight,11/18 post water,11/20 pre water weight,11/20 water added,11/20 target weight,11/20 post water weight,11/23 pre water weight,11/23 water added,11/23 target weight,11/23 post water weight,11/25 pre water weight,11/25 water added,11/25 target weight,11/25 post water weight,11/27 pre water weight,11/27 water added,11/27 target weight,11/27 post water weight,11/30 pre water weight,11/30 water added,11/30 target weight,11/30 post water weight,12/2 pre water weight,12/2 water added,12/2 target weight,12/2 post water weight,12/4 pre water weight,12/4 water added,12/4 target weight,12/4 post water weight,12/7 pre water weight,12/7 water added,12/7 target weight,12/7 corrected target weights 90/20,12/9 pre water weight,12/9 water added,12/9 target weight,12/9 corrected target weights 90/20,12/9 post water weight,12/9 rewater Pre water weight,12/9 rewater water needed,12/9 Treatment rewater to 30%,12/9 rewater post water weight,12/11 pre-water weight,12/11 water added,12/11 target weights,12/11 post-water weight,12/11 Pre-Dawn Bench 1 Pot Weights,midday pot weights,12/13 pre-water weight,12/13 water added,12/13 target weight,12/13 post-water weight,Notes,12/14 pre-water weight,12/14 water added,12/14 target weight,12/14 post water weight,12/15 midday weight,12/15 Pre water weight,12/15 target weight,12/15 post water weight,12/16 pre-water weight,12/16 water added,12/16 target weight,12/16 post-water weight,12/16 Pre Dawn Pot Weights,12/16 midday weight,12/17 Pre Dawn Pot Weights,12/17 pre water weight,12/17 target weight,12/17 post water weight,12/18 Pre Dawn Pot Weights,12/18 Mid Day weight,,,
OCK1-S02.10,OCK1-S02,acerifolia,Control,23,6.85,4.055595172,2.542404828,5.7325,0.609019034,5.8675,0.474019034,6.341519034,5.952,0.389519034,6.341519034,5.83,0.511519034,6.341519034,5.7895,0.552019034,6.341519034,6.3875,5.9125,0.429019034,6.341519034,6.36,5.914,0.427519034,6.341519034,6.3405,5.4105,0.931019034,6.341519034,6.3625,5.64,0.701519034,6.341519034,6.34,5.7,0.641519034,6.341519034,6.34,6.876,6.75,-0.408480966,6.341519034,,5.96,0.635759517,6.595759517,6.6,,6.595759517,6.595759517,,4.733,1.862759517,6.595759517,6.594,5.43,1.165759517,6.595759517,6.59,5.2635,1.332259517,6.595759517,6.6305,5.95,0.645759517,6.595759517,6.59,6.15,0.445759517,6.595759517,6.61,5.62,0.975759517,6.595759517,6.6,5.739,6.686137419,6.686137419,6.374019034,5.85,0.836137419,6.686137419,6.374019034,6.69,,-0.094240483,6.595759517,,,,,,6.3175,5.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCK1-S02.8,OCK1-S02,acerifolia,Control,52,6.926,4.102310121,2.571689879,5.575,0.836662024,5.9465,0.465162024,6.411662024,5.85,0.561662024,6.411662024,5.89,0.521662024,6.411662024,5.629,0.782662024,6.411662024,6.446,5.9395,0.472162024,6.411662024,6.414,5.86,0.551662024,6.411662024,6.42,5.38,1.031662024,6.411662024,6.41,5.72,0.691662024,6.411662024,6.41,5.61,0.801662024,6.411662024,6.41,6.7815,,6.411662024,6.411662024,,5.71,0.958831012,6.668831012,6.67,5.37,1.298831012,6.668831012,6.72,5.047,1.621831012,6.668831012,6.7245,5.43,1.238831012,6.668831012,6.69,5.337,1.331831012,6.668831012,6.709,5.92,0.748831012,6.668831012,6.66,6.21,0.458831012,6.668831012,6.68,5.98,0.688831012,6.668831012,6.68,5.88,7.024573816,7.024573816,6.411662024,6.13,0.894573816,7.024573816,6.411662024,7.03,,-0.361168988,6.668831012,,6.83,-0.161168988,6.668831012,6.83,,,5.6345,1.034331012,6.668831012,6.879,,5.94,0.728831012,6.668831012,6.66,5.96,,,,,,,,,,,,,,,,,,
OCK1-S02.6,OCK1-S02,acerifolia,Control,54,6.69,3.957247911,2.480752089,5.56,0.633849582,5.704,0.489849582,6.193849582,5.59,0.603849582,6.193849582,5.6,0.593849582,6.193849582,5.37,0.823849582,6.193849582,6.19,5.7,0.493849582,6.193849582,6.19,5.65,0.543849582,6.193849582,6.19,5.13,1.063849582,6.193849582,6.19,5.54,0.653849582,6.193849582,6.15,5.39,0.803849582,6.193849582,6.2,6.71,,6.193849582,6.193849582,,5.49,0.951924791,6.441924791,6.44,5.26,1.181924791,6.441924791,6.45,4.84,1.601924791,6.441924791,6.44,5.36,1.081924791,6.441924791,6.44,5.2245,1.217424791,6.441924791,6.475,5.48,0.961924791,6.441924791,6.44,5.84,0.601924791,6.441924791,6.44,5.53,0.911924791,6.441924791,6.44,5.71,7.160912256,7.160912256,6.193849582,5.85,1.310912256,7.160912256,6.193849582,,,6.441924791,6.441924791,,6.19,0.251924791,6.441924791,6.44,,,,6.441924791,6.441924791,,1000 ml,5.8415,0.600424791,6.441924791,6.457,,5.27,6.441924791,6.44,,,,,6.32,5.8085,,,,,,,,,
OCK1-S02.9,OCK1-S02,acerifolia,Control,46,6.483,3.830011142,2.400988858,5.01,0.98124234,5.35,0.79124234,6.14124234,5.44,0.70124234,6.14124234,5.52,0.62124234,6.14124234,5.15,0.99124234,6.14124234,6.15,5.45,0.69124234,6.14124234,6.14,5.46,0.542802228,6.002802228,6,4.88,1.122802228,6.002802228,6,5.28,0.722802228,6.002802228,6,5.23,0.772802228,6.002802228,6,6.409,,6.002802228,6.002802228,,5.31,0.932901114,6.242901114,6.24,5.08,1.162901114,6.242901114,6.24,4.79,1.452901114,6.242901114,6.24,5.09,1.152901114,6.242901114,6.24,5.0325,1.210401114,6.242901114,6.2535,5.31,0.932901114,6.242901114,6.24,6.18,0.062901114,6.242901114,6.25,5.68,0.562901114,6.242901114,6.24,5.81,6.538552228,6.538552228,6.002802228,5.76,0.778552228,6.538552228,6.002802228,5.56,,0.682901114,6.242901114,,6.15,0.092901114,6.242901114,6.24,,,,6.242901114,6.242901114,,1000 ml,5.87,0.372901114,6.242901114,,,,6.242901114,,5.2,1.042901114,6.242901114,6.24,,,5.789,,,,,,,,
OCK1-S02.7,OCK1-S02,acerifolia,Control,12,6.4355,3.800814299,2.382685701,5.948,-0.000597029,5.61,0.487402971,6.097402971,5.602,0.345402971,6.097402971,5.568,0.379402971,6.097402971,5.43,0.667402971,6.097402971,6.11,5.68,0.417402971,6.097402971,6.09,5.69,0.26896286,5.95896286,5.95,5.2,0.75896286,5.95896286,5.95,5.42,0.53896286,5.95896286,5.95896286,5.38,0.57896286,5.95896286,5.95,6.8805,,5.95896286,5.95896286,,5.94,0.25723143,6.19723143,6.19,5.33,0.86723143,6.19723143,6.19,4.96,1.23723143,6.19723143,6.19,5.2,0.99723143,6.19723143,6.19,5.133,1.06423143,6.19723143,6.2245,5.91,0.28723143,6.19723143,6.19,6.07,0.12723143,6.19723143,6.19,5.63,0.56723143,6.19723143,6.19,5.57,6.484229341,6.484229341,5.95896286,5.77,0.714229341,6.484229341,5.95896286,6.49,,-0.29276857,6.19723143,,5.75,0.44723143,6.19723143,6.19,,,,6.19723143,6.19723143,,1000 ml,5.85,0.34723143,6.19723143,,,,6.19723143,,5.1,1.09723143,6.19723143,6.19,,,,5.25,6.19723143,6.2,6.11,5.71,,,
OCK1-S02.2,OCK1-S02,acerifolia,Drought,52,6.784,4.015026927,2.516973073,5.671,0.609605385,5.7815,0.499105385,6.280605385,5.8445,0.436105385,6.280605385,5.8185,0.462105385,6.280605385,5.677,,Dont Water Today,,5.365,0.160513463,5.525513463,5.64,5.303,0.222513463,5.525513463,5.5325,4.961,0.564513463,5.525513463,5.5345,5.17,0.103816156,5.273816156,5.31,4.95,0.072118849,5.022118849,,,4.6,0.422118849,5.022118849,5.04,4.74,0.282118849,5.022118849,5.02,4.6,0.422118849,5.022118849,5.32,4.6875,0.334618849,5.022118849,5.1295,4.68,0.342118849,5.022118849,5.02,4.612,0.410118849,5.022118849,5.0595,4.54,0.482118849,5.022118849,5.02,4.63,0.392118849,5.022118849,4.63,4.48,0.290421541,4.770421541,4.78,4.4495,4.903234912,4.903234912,4.802921541,4.58,0.323234912,4.903234912,4.802921541,4.9,4.81,0.154618849,5.054618849,5.06,,,,,4.7795,4.6905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCK1-S02.4,OCK1-S02,acerifolia,Drought,15,7.182,4.259665738,2.670334262,6.224,0.423933148,6.408,0.239933148,6.647933148,6.379,0.268933148,6.647933148,6.33,0.317933148,6.647933148,6.3035,,Dont Water Today,,6.187,-0.340167131,5.846832869,6.187,6.0875,-0.240667131,5.846832869,6.0872,5.94,-0.093167131,5.846832869,,5.89,-0.310200557,5.579799443,,5.82,-0.507233983,5.312766017,,,,5.312766017,5.312766017,,,5.312766017,5.312766017,,,5.312766017,5.312766017,,,5.312766017,5.312766017,,,5.312766017,5.312766017,,,5.312766017,5.312766017,,,5.312766017,5.312766017,,,5.312766017,5.312766017,,,5.045732591,5.045732591,,,5.178545961,5.178545961,5.045732591,,5.178545961,5.178545961,5.045732591,,,5.312766017,5.312766017,,,5.312766017,5.312766017,,,,,5.312766017,5.312766017,,,,5.312766017,5.312766017,,,,,,,,,,,,,,,,,,,,
OCK1-S02.1,OCK1-S02,acerifolia,Drought,43,6.796,4.022402971,2.521597029,5.5,0.791680594,5.824,0.467680594,6.291680594,5.68,0.611680594,6.291680594,5.65,0.641680594,6.291680594,5.34,,Dont Water Today,,5,0.535201486,5.535201486,5.53,5.03,0.505201486,5.535201486,5.53,4.7,0.835201486,5.535201486,5.54,4.99,0.293041783,5.283041783,5.28,4.74,0.29088208,5.03088208,,,4.46,0.57088208,5.03088208,5.09,4.66,0.37088208,5.03088208,5.04,4.54,0.49088208,5.03088208,5.03,4.45,0.58088208,5.03088208,5.04,4.61,0.42088208,5.03088208,5.03,4.625,0.40588208,5.03088208,5.0645,4.48,0.55088208,5.03088208,5.03,4.62,0.41088208,5.03088208,4.62,4.41,0.368722377,4.778722377,4.78,4.44,4.750361189,4.750361189,4.778722377,4.49,0.260361189,4.750361189,4.778722377,4.76,4.69,0.27088208,5.03088208,5.03,4.76,0.27088208,5.03088208,5.06,,,,5.03088208,5.03088208,,,4.6425,0.38838208,5.03088208,5.045,,,5.03088208,,,,,,4.61,4.563,,,,,,,,,
OCK1-S02.3,OCK1-S02,acerifolia,Drought,18,6.6535,3.934812442,2.466687558,5.71,0.450162488,5.9,0.260162488,6.160162488,5.74,0.420162488,6.160162488,5.7,0.460162488,6.160162488,5.46,,Dont Water Today,,5.1305,0.289656221,5.420156221,5.4235,5.06,0.360156221,5.420156221,5.44,4.78,0.640156221,5.420156221,5.44,5.01,0.163487465,5.173487465,5.2,4.77,0.156818709,4.926818709,,,4.41,0.516818709,4.926818709,4.92,4.58,0.346818709,4.926818709,4.92,4.48,0.446818709,4.926818709,4.93,4.4,0.526818709,4.926818709,4.92,4.51,0.416818709,4.926818709,4.92,4.515,0.411818709,4.926818709,4.996,4.41,0.516818709,4.926818709,4.92,4.6,0.326818709,4.926818709,4.6,4.37,0.310149954,4.680149954,4.68,4.34,4.918453111,4.918453111,4.680149954,4.62,0.298453111,4.918453111,4.680149954,,4.76,4.926818709,4.926818709,4.93,4.63,0.296818709,4.926818709,4.95,,,,4.926818709,4.926818709,,,4.55,0.376818709,4.926818709,4.92,,,4.926818709,,4.47,0.210149954,4.680149954,4.88,,,4.73,,,,,,,,
OCK1-S02.5,OCK1-S02,acerifolia,Drought,37,6.4365,3.801428969,2.383071031,5.976,-0.027674095,5.698,0.250325905,6.098325905,5.572,0.376325905,6.098325905,5.61,0.338325905,6.098325905,5.52,,Dont Water Today,,5.25,0.116064763,5.366064763,5.36,5.18,0.064964485,5.244964485,5.18,4.88,0.364964485,5.244964485,5.24,4.99,0.016657382,5.006657382,5,4.81,-0.041649721,4.768350279,4.81,,4.6,0.168350279,4.768350279,4.77,4.61,0.158350279,4.768350279,4.76,4.58,0.188350279,4.768350279,4.76,4.49,0.278350279,4.768350279,4.76,4.55,0.218350279,4.768350279,4.76,4.555,0.213350279,4.768350279,4.9135,4.55,0.218350279,4.768350279,4.76,4.54,0.228350279,4.768350279,4.54,4.42,0.110043176,4.530043176,4.53,4.36,4.583652739,4.583652739,4.530043176,4.45,0.133652739,4.583652739,4.530043176,4.61,4.51,0.158350279,4.768350279,4.76,4.6,0.168350279,4.768350279,4.76,,,,4.768350279,4.768350279,,,4.53,0.238350279,4.768350279,,,,4.768350279,,4.56,-0.029956824,4.530043176,4.56,,,,4.44,4.530043176,4.55,4.5585,4.5185,,,
ANU65.8,ANU65,arizonica,Control,40,6.888,4.078952646,2.557047354,5.5525,0.824090529,5.7665,0.610090529,6.376590529,6.046,0.330590529,6.376590529,5.912,0.464590529,6.376590529,"5,889","-5,883",6.376590529,6.381,5.91,0.47,6.376590529,6.37,5.991,0.385590529,6.376590529,6.3855,5.547,0.829590529,6.376590529,6.378,5.85,0.526590529,6.376590529,6.37,5.72,0.656590529,6.376590529,6.37,6.896,,6.376590529,6.376590529,,6.08,0.552295265,6.632295265,6.63,,6.632295265,6.632295265,,4.8655,1.766795265,6.632295265,6.63,5.49,1.142295265,6.632295265,6.64,5.335,1.297295265,6.632295265,6.643,6.12,0.512295265,6.632295265,6.63,6.12,0.512295265,6.632295265,6.63,5.9,0.732295265,6.632295265,6.63,6.028,6.959194058,6.959194058,6.409090529,6.15,0.809194058,6.959194058,6.409090529,6.95,,-0.285204735,6.664795265,,,,,,6.61,6.2485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
